id_property,date_scrape,property_name,date_post,date_update,area_m2,price_eur,rooms,heating,parking,furniture,details,description,location
NkRb7O9bjs2,2023-08-09,"Vracar, Cvetni trg - Svetozara Markovica, 125m2, Svetozara Markovica",01.12.2022,09.08.2023,125,1800,3.0,"Klima,",Ne,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Trosoban stan Kvadratura: 125 m² Stanje nekretnine: Standardna gradnja Ukupan broj soba: 3 Spratnost: 1 Ukupan brој spratova: 5,"Vracar, Cvetni trg - Svetozara Markovica  3.5, 125m2 (lodja), 1/5, lift, TA, klime, telefon, interfon  Renoviran, sredjen sa novim namestajem i novom kuhinjom, na jednoj od najlepsih lokacija na Vracaru.   Salonac sa dva ulaza sastoji se od dnevne sobe, kuhinje sa trpezarijom, dve spavace sobe, devojacke sobe, ostave, kupatila, toaleta, hodnika i zastakljene lodje. Jedna spavaca soba je povezana sa kupatilom.   Grejanje u stanu je na dve Inverter klime i dve TA peci. Troskovi infostana su niski.   Odmah useljiv!  Agencijska provizija 50%.  Agent Gordana Milosevic: 069/129-79-72  (licenca br.1763) R-ID: #19695","Srbija, Grad Beograd, Beograd, Cvetni trg, Svetozara Markovica"
NkC19LkpPK7,2023-08-09,Izdaje se kompletno namesten 3.0 stan sa parking mestom,03.10.2019,09.08.2023,80,1000,3.0,"Klima,",Da,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Trosoban stan Kvadratura: 80 m² Uknjizeno: Da Stanje nekretnine: Standardna gradnja Ukupan broj soba: 3 Spratnost: 7,Izdaje se kompletno namesten 3.0 stan sa parking mestom u dvoristu zgrade.  Aleksandar Jovanovic   062/240144 ID: 8126 Provizija 50% za Zakupca R-ID: #126,"Srbija, Grad Beograd, Beograd, Tasmajdan, Kraljice Marije"
Nkvh7wHfGH6,2023-08-09,"Dedinje 75m2,3.0 ID 518-1",01.12.2022,01.12.2022,75,1200,3.0,"Centralno,",Da,Namesten sa uredjajima,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Trosoban stan Kvadratura: 75 m² Stanje nekretnine: Novogradnja Opremljenost nekretnine: Namesten sa uredjajima Ukupan broj soba: 3 Spratnost: 1,"Izdajemo trosoban stan u novogradnji na prvom spratu u blizini Pinka 75m2,terasa,lift,parking mesto.www.agencijavila.rs Agencijska provizija je u skladu sa opstim uslovima poslovanja.","Srbija, Grad Beograd, Beograd, Dedinje (RTV Pink)"
NkYhn_mO2JH,2023-08-09,"Vracar, Kalenic, 4.0 lux, id 4530",01.12.2022,01.12.2022,154,4000,4.0,Centralno,Da,Iznad standarda,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Cetvorosoban stan Kvadratura: 154 m² Stanje nekretnine: Lux Opremljenost nekretnine: Iznad standarda Ukupan broj soba: 4,Luksuzno opremljen stan sa tri spavace sobe u novogradnji kod Kalenica. Dva mesta u garazi.,"Srbija, Grad Beograd, Beograd, Vracar (Centar), Kalenic"
NkfJOZET0Eg,2023-08-09,"Vukov spomenik, 3.0 namesten na Bulevaru, id 3364",01.12.2022,01.12.2022,80,1100,3.0,Etazno,Ne,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Trosoban stan Kvadratura: 80 m² Ukupan broj soba: 3 Spratnost: 1,Namesten trosoban stan kod Djeram pijace i Vukovog spomenika.,"Srbija, Grad Beograd, Beograd, Vukov spomenik, Bulevar kralja Aleksandra"
NkWGwCHwW2H,2023-08-09,"Vracar, Hram Svetog Save, salonac sa parkingom, izdavanje",01.12.2022,09.08.2023,130,2300,4.0,"Klima,",Da,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Cetvorosoban stan Kvadratura: 130 m² Stanje nekretnine: Standardna gradnja Ukupan broj soba: 4 Broj kupatila: 2 Spratnost: 2 Ukupan brој spratova: 3,"Vracar, kod Hrama, ulica Svetog Save, 130m2, 3.5-soban, 2. sprat bez lifta. Grejanje je centralno. Stan u jednoj od najlepsih salonskih zgrada na Vracaru, sa sopstvenim parking mestom u dvoristu. Reprezentativan autentican salonski stan, pogodan kako za poslovno poslovni prostor, tako i za stanovanje. Kompletno renoviran i opremljen, trostrano orijentisan i svetao. Pogled ka Hramu. Ulazni hodnik, 3 velike sobe, 2 kupatila, toalet, 2 terase, kuhinja sa trpezarijom, ulazni hodnik. Mogucnost dodatnog opremanja po zelji zakupca.","Srbija, Grad Beograd, Beograd, Vracar (Hram), Svetog Save"
NkiP21DTEBa,2023-08-09,"Vozdovac, Vozdovacka crkva, Kraljevacka, 95m2, Kraljevacka",30.11.2022,09.08.2023,95,700,3.0,Etazno,Da,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Trosoban stan Kvadratura: 95 m² Uknjizeno: Da Stanje nekretnine: Standardna gradnja Ukupan broj soba: 3 Ukupan brој spratova: 1,"Vozdovac, Vozdovacka crkva, Kraljevacka, 95m2 --------------------------------------------------------------- 95m2, 3.0, pr/1, EG, terasa, parking, telefon, lux, uknjizen  Lux stan u kuci, tacnije ceo sprat kuce sa terasom od 35m2 i zasebnim ulazom u stan.  Stan se izdaje namesten i u cenu zakupa uracunate i mesecne rezije (struja, voda, infostan, MTS KATV, grejanje).  Obavezan depozit u visini jedne rente. Mesecno placanje zakupa.  Prostorije: komforan denvni boravak sa kuhinjom i trpezarijom, kupatilo, dve spavace sobe, predsoblje, ostava.  Parking mesto ispred kuce.  Odlicna lokacija zbog blizine svih prodajnih objekata i dobra povezanost sa gradom po pitanju saobracaja i prevoza (GSP: 18, 25, 25p, 39), blizina skole, zdravstvenih ustanova.  Bez kucnih ljubimaca.  BG POSREDNIK NEKRETNINE DOO BEOGRAD Agent kontakt telefon 0644273278 Posrednicka provizija se naplacuje u skladu sa Opstim uslovima poslovanja i cenovnikom. R-ID: #4967","Srbija, Grad Beograd, Beograd, Vozdovac, Kraljevacka"
NkjU5r-65QS,2023-08-09,"Beograd na vodi, 3.5 Parkview, id 4528",29.11.2022,29.11.2022,90,2500,4.0,Centralno,Da,Iznad standarda,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Cetvorosoban stan Kvadratura: 90 m² Stanje nekretnine: Lux Opremljenost nekretnine: Iznad standarda Ukupan broj soba: 4 Broj kupatila: 3 Spratnost: 13 Ukupan broj spratova: 23,Namesten stan sa tri spavace sobe u zgradi Parkview kompleksa Beograd na vodi.,"Srbija, Grad Beograd, Beograd, Beograd na vodi"
Nkz49mPsspr,2023-08-09,STAN-VRACAR-KALENIC,29.11.2022,09.08.2023,130,1500,5.0,Ostalo,Ne,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Petosoban+ stan Kvadratura: 130 m² Stanje nekretnine: Standardna gradnja Ukupan broj soba: 5 Spratnost: 1 Ukupan brој spratova: 2,"prostorije: Kuhinja:da, trpezarija:da, Dnevna soba:da, Spavaca soba:da, Terasa:da, Wc:da, Mokri cv.:da Lux dupleks, prazan sa kuhinjom, terasa klima, elementi i bela tehnika u kuhinji. Izdaje se i kao poslovni prostor. Slobodan od januara 2023. Agencijska provizija 50%. Reg. broj 070.","Srbija, Grad Beograd, Beograd, Kalenic pijaca, GOLSVORDIJEVA"
Nkn_3OZ1gxR,2023-08-09,STAN-VRACAR-VRACAR,29.11.2022,09.08.2023,90,1200,3.0,Centralno,Ne,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Trosoban stan Kvadratura: 90 m² Stanje nekretnine: Standardna gradnja Ukupan broj soba: 3 Spratnost: 1 Ukupan brој spratova: 5,"U ponudi je stan na Vracaru, polunam, cg, tel, sa garaznim mestom. Sastoji se od dve spavace sobe, trpezarije, kuhinje, dnevog boravka s izlaskom na terasu, kupatilom i toaletom Placanje dve godine unapred                                                                                                                                                                             Agencijska provizija 50%. Reg. broj 070. prostorije: Kuhinja:da, trpezarija:da, Dnevna soba:da, Spavaca soba:dax2, Terasa:da, Hodnik:da, Wc:da, Mokri cv.:da","Srbija, Grad Beograd, Beograd, Vracar (Centar), TRNSKA"
324412,2023-08-09,STAN-VRACAR-KALENIC,26.10.2017,09.08.2023,117,1500,4.0,Centralno,Ne,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Cetvorosoban stan Kvadratura: 117 m² Stanje nekretnine: Standardna gradnja Ukupan broj soba: 4 Spratnost: 4 Ukupan brој spratova: 6,"Lux stan na odlicnoj lokaciji. U potpunosti opremljen klima, lift, kablovska, internet. Useljiv Agencijska provizija 50%, rgb br 070. prostorije: Kuhinja:da, trpezarija:da, Dnevna soba:da, Spavaca soba:dax3, Terasa:da, Hodnik:dax2, Mokri cv.:dax2","Srbija, Grad Beograd, Beograd, Kalenic pijaca, KICEVSKA"
Nk3nPKKmkJm,2023-08-09,"Savski venac, Beograd na vodi, Bulevar Vudroa Vilsona, 2.0, 53m2, 1500 EUR",29.11.2022,09.08.2023,53,1500,2.0,Centralno,Da,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Dvosoban stan Kvadratura: 53 m² Uknjizeno: Da Stanje nekretnine: Novogradnja Ukupan broj soba: 2 Spratnost: 11 Ukupan brој spratova: 17,"U ponudi je dvosoban stan, kompletno opremljen, u Beogradu na vodi, u zgradi Metrpolitan, na odlicnoj lokaciji, na ulasku u projekat BW, na samom pocetku glavnog bulevara. Stan poseduje odvojenu spavacu sobu, garazno mesto uracunato u cenu. Postoji usluga ciscenja stana jednom nedeljno, a cena je na mesecnom nivou 200e. Zgrada se odlikuje karakteristicnim dizajnom i fasadom u kombinaciji cvrstih i prirodnih materijala, a akcenat je panoramskom pogledu. Hladjenje je obezbedjeno multisplit klimatizacijom tako da svaka prostorija u stanu ima svoju jedinicu. Na prvom spratu ce biti vrtic, a zgrada ima i unutrasnje dvoriste za stanare, recepciju i video nadzor 24/7.  Agencijska provizija se placa u iznosi od 50% + PDV dogovorene jednomesecne zakupnine za period zakupa u trajanju do 12 meseci GREJANJE - CG, sprat 11/17, LIFT, TERASA, GARAZA, PARKING, NOVOGRADNJA, INTERFON, VIDEO NADZOR ID oglasa: 19197.","Srbija, Grad Beograd, Beograd, Beograd na vodi, Bulevar Vudroa Vilsona"
NkUf-uE8XXr,2023-08-09,Novi Beograd Paviljoni ID#1014,29.11.2022,09.08.2023,90,1000,4.0,Centralno,Ne,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Cetvorosoban stan Kvadratura: 90 m² Stanje nekretnine: Izvorno stanje Ukupan broj soba: 4 Broj kupatila: 1 Spratnost: 6 Ukupan brој spratova: 6,Izdaje se 4.0 stan u mirnom kraju Novog Beograda.Stan ima dva kupatila.Zgrada bez lifta.Izdaje se na duzi vremenski period.Obavezan depozit. agencijska provizija 50%,"Srbija, Grad Beograd, Beograd, Novi Beograd Blok 7 (Paviljoni), Luja Adamica"
NkoM9E1oSGp,2023-08-09,"Lux stan-izdavanje, Golf naselje",28.11.2022,28.11.2022,110,2700,4.0,"Etazno,",Da,Namesten sa uredjajima,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Cetvorosoban stan Kvadratura: 110 m² Uknjizeno: Da Stanje nekretnine: Lux Opremljenost nekretnine: Namesten sa uredjajima Ukupan broj soba: 4 Broj kupatila: 1 Spratnost: 1 Ukupan broj spratova: 6,"Golf naselje se nalazi na 6 km od centra Beograda i granici sa Kosutnjakom na severu i istoku, naseljem ""Suncana padina"" na jugu i Banovim brdom na zapadu. Vazi za jedno od elitnijih naselja Beograda, kako zbog geografskog polozaja i blizine sportskog centra i sume Kosutnjak, tako i zbog same infrastrukture.","Srbija, Grad Beograd, Beograd, Golf naselje, Djordja Ognjanovica"
Nki1kHTBDos,2023-08-09,"*44548, Izdavanje, Stan, LION, 950 EUR",28.11.2022,27.04.2023,70,950,3.0,"Klima,",Ne,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Trosoban stan Kvadratura: 70 m² Stanje nekretnine: Standardna gradnja Ukupan broj soba: 3 Broj kupatila: 1 Spratnost: 3,"Stan se nalazi u novijoj zgradi na Zvezdari, na uglu dve velike ulice. Izvorno 2.5 sa jednim mokrim cvorom. Cist i uredan, dobro osvetljen sa velikom terasom. Stan poseduje opremljenu kuhinju, prostrani dnevni boravak sa trpezarijom, spavacu sobu sa francuskim lezajem i manju radnu ili deciju sobu. U garazi zgrade moguc najam parking mesta.","Srbija, Grad Beograd, Beograd, Lion"
Nkt3q65RV0Q,2023-08-09,"#14618, Izdavanje, Stan, SLAVIJA, 1100 EUR",28.11.2022,12.12.2022,70,1100,2.0,"Klima,",Ne,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Dvosoban stan Kvadratura: 70 m² Stanje nekretnine: Standardna gradnja Ukupan broj soba: 2 Broj kupatila: 1 Spratnost: 5,"Centar grada, prometna lokacija, blizina Trga Slavija. Starija zgrada. Stan je prostran i funkcionalan. Poseduje kupatilo sa tus kabinom, opremljenu kuhinju, plakare. Renoviran i svetao prostor, sa pvc stolarijom, kvalitetnom keramikom, internet konekcijom.","Srbija, Grad Beograd, Beograd, Centar (uzi)"
NktUEtqKTWj,2023-08-09,"#44561, Izdavanje, Stan, ATELJE 212, 1400 EUR",28.11.2022,27.04.2023,100,1400,3.0,"Klima,",Ne,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Trosoban stan Kvadratura: 100 m² Stanje nekretnine: Standardna gradnja Ukupan broj soba: 3 Broj kupatila: 2 Spratnost: -1,"Lep stan, smesten u srcu grada, na pet minuta od pesacke zone u Knez Mihailovoj ulici. Lokacija pogodna za sve koji  ele da budu u  i i gradskih de avanja. Nalazi se na prizemlju u predratnoj zgradi. Sastoji se od dnevnog boravka, iz kog se pristupa jednoj spavacoj sobi. Na raspolagnju je jos jedna spavaca soba u koju se pristupa iz ulaznog dela. Kuhinja je zasebna u celini sa trpezarijom i kompletno je renovirana. Na rasplolagnju su dva kupatila jedno je sa tus kanbinom, a drugo sa kadom i oba su renovirana. Pogodan je za zivot porodice ili para.","Srbija, Grad Beograd, Beograd, Centar (uzi)"
NkgCHC-9xp_,2023-08-09,"#30644, Izdavanje, Stan, VOZDOVAC, 900 EUR",18.12.2019,16.05.2023,120,900,5.0,"Klima,",Da,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Petosoban+ stan Kvadratura: 120 m² Stanje nekretnine: Standardna gradnja Ukupan broj soba: 5 Broj kupatila: 2 Spratnost: 2,"Dobar stambeni prostor nalazi se u trospratnoj kuci na Vozdovcu, u neposrednoj blizini Vojvode Stepe i Autokomande. Smesten je na drugom spratu dobro odrzavane kuce bez lifta. Sastoji se od veceg, ulaznog, centralnog dela, pogodnog za dnevni boravak sa trpezarijom, na koji se nadovezuje opremljena kuhinja. Iz ovog dela se ulazi u sve ostale prostorije, na raspolaganju ih je pet. Pogodne su za radne ili spavace sobe, jedna od njih ima izlaz na terasu. Grejanje je etazno, na struju i cvrsto gorivo. U dvoristu kuce na raspolaganju je parking mesto.","Srbija, Grad Beograd, Beograd, Vozdovac"
NkVgLa5HqAT,2023-08-09,"#32743, Izdavanje, Stan, NEIMAR, 600 EUR",04.03.2021,11.05.2023,42,600,2.0,"Klima,",Ne,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Dvosoban stan Kvadratura: 42 m² Stanje nekretnine: Standardna gradnja Ukupan broj soba: 2 Broj kupatila: 1 Spratnost: 2,"Dobar stan, smesten na prometnoj lokaciji na Neimaru, nedaleko od Juznog bulevara. Dobro organizovan saobracaj i blizina Autokomande omogucava dobru povezanost sa ostalim delovima grada. Stan se nalazi na drugom spratu dobro odrzavane zgrade sa liftom. Iz ulaznog hodnika dostupne su obe prostorije. Na raspolaganju je dnevni boravak sa izlazom na terasu, koja gleda  na ulicu. Kuhinja je potpuno opremljena elementima i belom tehnikom. Manja spavaca soba ima krevet za jednu osobu i ormar, a kupatilo je sa kadom. Stan je svetao i funkcionalan, pogodan za zivot jedne osobe ili para.","Srbija, Grad Beograd, Beograd, Vracar (Centar)"
Nkyq-OOawKe,2023-08-09,"#40418, Izdavanje, Stan, DORCOL, 1000 EUR",20.08.2019,27.04.2023,90,1000,3.0,"Klima,",Ne,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Trosoban stan Kvadratura: 90 m² Stanje nekretnine: Standardna gradnja Ukupan broj soba: 3 Broj kupatila: 3 Spratnost: 2,"Lep salonski stan, smesten na atraktivnoj lokaciji na Dorcolu, nadomak Skadarlije i ulice Strahinjica bana. Odlicna lokacija za sve one koji zele da budu u zizi gradskih desavanja. Stan je smesten u predratnoj zgradi, sa liftom i dvostrano je orijentisan. Strukturu prostora cini ulazni deo koji vodi u dnevni boravak. Odavde se ulazi u prostranu spavacu sobu sa bracnim krevetom koja ima svoju posebno ugradjenu kadu sa tusem. Na raspolaganju je i jos jedna soba sa dva singl lezaja, krevetom na rasklapanje i kupatilom sa tusem. Na drugoj strani stana je potpuno odvojena kuhinja, opremljena potrebnim elementima i izdvojen gostinjski toalet. Enterijer je renoviran, sa spustenim plafonima, i opremljen je dobro odrzavanim stilskim namestajem sa kombinacijom klasicnih i modernih komada namestaja. Izdaje se kao stambeni ili kao poslovni prostor.","Srbija, Grad Beograd, Beograd, Centar (uzi)"
Nk1JXVNb2Cc,2023-08-09,"#24045, Izdavanje, Stan, CENTAR, 3000 EUR",28.11.2022,27.04.2023,120,3000,4.0,"Klima,",Da,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Cetvorosoban stan Kvadratura: 120 m² Stanje nekretnine: Standardna gradnja Ukupan broj soba: 4 Broj kupatila: 2 Spratnost: 4,"Stan se nalazi u odlicnoj zgradi na prometnoj lokaciji. Vrlo je svetao i dobro izolovan od buke. Kompletno je renoviran, funkcionalan. Ima antre sa ugradnim plakarom i toaletom, prostrani dnevni boravak sa trpezarijom i izlazom na terasu. Velika, moderna kuhinja. Spavaci deo ima tri spavace sobe i kupatilo. Enterijer je luksuzan. Halogena rasveta, italijanski namestaj, kvalitetni elektricni uredjaji, nov parket, italijnsko kupatilo.","Srbija, Grad Beograd, Beograd, Centar (uzi)"
NkY3Sszrv87,2023-08-09,"#29878, Izdavanje, Stan, NEIMAR, 1000 EUR",28.11.2022,17.05.2023,60,1000,3.0,"Klima,",Da,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Trosoban stan Kvadratura: 60 m² Stanje nekretnine: Standardna gradnja Ukupan broj soba: 3 Broj kupatila: 1 Spratnost: 2,"Lep stan, modernog dizajna, smesten na Neimaru. Lokacija odlicno povezana sa svim delovima grada, a u blizini je dosta komercijalnog sadrzaja. Zgrada je novije gradnje sa liftom i garaznim delom. Stan je smesten na drugom spratu. Antre vodi u dnevni boravak sa trpezarijskim delom, kuhinjom i izlazom na terasu koja gleda ka dvorisnom delu. Na raspolaganju su i spavaca soba, jedna manja prostorija i kupatilo sa tus kabinom. Enterijer je opremljen modernim namestajem i kvalitetnom ugradnom tehnikom. Za buduceg zakupca je obezbedjeno parking mesto u garaznom delu zgrade. Idealan za manju porodicu.","Srbija, Grad Beograd, Beograd, Vracar (Centar)"
NkE7gjfnMzZ,2023-08-09,"#44533, Izdavanje, Stan, BLOK 23, 1300 EUR",28.11.2022,27.04.2023,73,1300,3.0,"Klima,",Ne,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Trosoban stan Kvadratura: 73 m² Stanje nekretnine: Standardna gradnja Ukupan broj soba: 3 Broj kupatila: 2 Spratnost: 2,"Lep stan, smesten u poslovnoj zoni Novog Beograda, nadomak TC Navigator. Autoput spaja ovu lokaciju sa ostalim delovima grada i aerodromom. Zgrada je zidana 80-tih godina proslog veka, sa dva lifta, lepo odrzavana. Antre vodi  u dnevni boravak, sa terasom i trpezarijom, a zatim i u manju kuhinju sa svim potrebnim elementima. Spavaci deo cine dve spavace sobe koje ce biti opremljene po zeljama zakupca. Stan poseduje kupatilo sa tus kabinom, toalet i ostavu. Enterijer je renoviran, nova aluminijumska stolarija, nova unutrasnja stolarija i keramika, promenjeni elementi u kupatilu i kuhinji, a parket je hoblovan. Opremljen je modernim, kvalitetnim namestajem i klimatizovan. Idealan za porodicu.","Srbija, Grad Beograd, Beograd, Novi Beograd Blok 25 (Arena)"
NkGR2yXsD_i,2023-08-09,"#44566, Izdavanje, Stan, KALENIC, 2800 EUR",28.11.2022,27.04.2023,140,2800,5.0,"Klima,",Da,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Petosoban+ stan Kvadratura: 140 m² Stanje nekretnine: Standardna gradnja Ukupan broj soba: 5 Broj kupatila: 3 Spratnost: 5,"Atraktivan stan, u zgradi novije gradnje, smestene u srcu Vracara u neposrenoj blizini Kalenic pijace. Idealna lokacija za udoban zivot i rad, sa brojnim interesantnim sadrzajima u okolini. Odlicna povezanost sa drugim delovima grada je dodatna prednost ove nekretnine. Stan se nalazi na petom, poslednjem spratu zgrade sa litom. Na donjem nivou se nalazi mali ulazni hodnik, veliki dnevni boravak sa trpezarijom, odvojenim pultom od kuhinje, koja je kompletno opremljena. Velika terasa iz dnevne sobe, centralno stepeniste za gornji nivo. U ulaznom hodniku se nalazi gostinski toalet. Spavaci blok sa dve sobe, od kojih je jedna pretvorena u veliki garderober, veliko kupatilo sa tus kabinom, spavaca soba ka dvoristu. Na gornjem nivou je centralno pretsoblje iz koga se ulazi u sve prostorije. Velika spavaca soba sa terasom ka dvoristu, manja soba, velika terasa ka ulici na koju se izlazi iz predsoblja, kupatilo sa tus kabinom. Na podu je parket, u kuhinji i kupatilu su plocice. Garaza ispod zgrade, za auto velicine do BMW X5. Stan je vrlo svetao i udoban. Pogodno za porodice.","Srbija, Grad Beograd, Beograd, Vracar (Centar)"
